"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","condition","task_version","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","button_pressed","task_part","left_choice","middle_choice","right_choice","choice_positions","correct_response","correct_position","key_press","option_selected","points","task_block","correct","stim_cat","block_condition","block_number"
"pavlovia","0","6","0.0-0.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4266","0.0-1.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","true","","","","","","","","","","","","","","","","","","","","","","",""
"preload","2","6987","0.0-2.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"audio-keyboard-response","3","10386","0.0-3.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","3400.0000000000005","audio/beep_loop.wav"," ","","","","","","","","","","","","","","","",""
"audio-button-response","4","16049","0.0-4.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","5661","audio/shark.wav","0","","","","","","","","","","","","","","","",""
"audio-button-response","5","21702","0.0-5.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","4640","audio/turtle.wav","1","","","","","","","","","","","","","","","",""
"preload","6","24928","0.0-6.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","true","false","[]","[]","[]","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","27524","0.0-7.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","2594.7000000476837","Welcome to the experiment. Press any key to begin and to advance the instructions."," ","","","","","","","","","","","","","","","",""
"learning-instructions","8","37771","0.0-8.0-0.0-0.0","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","2495.100000143051","<p> Welcome! Today you are going to play 6 different rounds of a decision-making game. </p><p> Use the mouse to click next to continue. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","9","42417","0.0-8.0-0.0-0.1","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","1631.2000000476837","<p> You will start with a practice round to learn the rules. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","10","51347","0.0-8.0-0.0-0.2","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","1192.5","<p> Your goal in this round is to deliver sports equipment to three different parks. </p><p> You will need to deliver many types of equipment. </p></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","11","60404","0.0-8.0-0.0-0.3","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","558.7999999523163","<p> On each turn, you will see one piece of sports equipment and three different parks.  </p><p> You need to select which park to deliver the equipment to.  </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","12","75359","0.0-8.0-0.0-0.4","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","1663.8999998569489","<p> You can select the park on the left by pressing the '1' key on your keyboard. <br>You can select the park in the middle by pressing the '2' key on your keyboard. <br>You can select the park on the right by pressing the '3' key on your keyboard.  </p><br><div class=""choice-instructions-grid""> <div class=""choice-option""><img src=""images/park1.png"" class=""choice-option-img"" stage=""instructions"" position=""0"" ><div class=""choice-option-text""> Press ""1."" </div></div><div class=""choice-option""><img src=""images/park2.png"" class=""choice-option-img"" stage=""instructions"" position=""1"" ><div class=""choice-option-text""> Press ""2."" </div></div><div class=""choice-option""><img src=""images/park3.png"" class=""choice-option-img"" stage=""instructions"" position=""2"" ><div class=""choice-option-text""> Press ""3."" </div></div></div>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","13","82035","0.0-8.0-0.0-0.5","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","1290.1000001430511","<p> If the kids in the park you chose like the equipment, they will be very happy! </p><div style='float: center;'><img src='images/check.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","14","88717","0.0-8.0-0.0-0.6","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","1082.0999999046326","<p> But, if the kids in the park you chose do not like the equipment, they will be sad. </p><div style='float: center;'><img src='images/x.png' width = '200' height = '200'></img>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","15","95679","0.0-8.0-0.0-0.7","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","524.2999999523163","<p> Importantly, the kids in each park like some pieces of sports equipment more than others. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","16","102604","0.0-8.0-0.0-0.8","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","868.6000001430511","<p> If you choose the best park for each piece of equipment, the kids there will usually be happy. </p>","","0","instructions","","","","","","","","","","","","","",""
"learning-instructions","17","109744","0.0-8.0-0.0-0.9","1495","2","2","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3322""
","
","","","","","","489","<p> However, even if you choose the best park for the equipment, the kids may sometimes be sad. </p>","","0","instructions","","","","","","","","","","","","","",""
